1, APPAREL, PANTS & SHORTS, 711.0, 106.64999999999999, 9, 2023, 2, 14.22, LATIN AMERICA, 2023-02
32, CAMPING & HIKING, FOOD & NUTRITION, 87.0, 14.790000000000001, 3, 2023, 2, 13.049999999999999, EUROPE, 2023-02
33, WATER GEAR, SAFETY GEAR, 1008.0, 191.52, 16, 2022, 11, 70.56, ASIA-PACIFIC, 2022-11
34, CAMPING & HIKING, BACKPACKING TENTS, 2728.0, 545.6, 11, 2024, 3, 54.56, EUROPE, 2024-03
35, CLIMBING, BOULDERING PADS, 2008.0, 361.44, 8, 2024, 6, 60.239999999999995, EUROPE, 2024-06
36, CAMPING & HIKING, COOKWARE, 2000.0, 260.0, 16, 2022, 2, 100, EUROPE, 2022-02
37, CLIMBING, MOUNTAINEERING BOOTS, 6224.0, 1058.0800000000002, 16, 2023, 5, 684.64, AFRICA, 2023-05
38, WATER GEAR, ACCESSORIES, 210.0, 39.9, 14, 2023, 6, 16.8, ASIA-PACIFIC, 2023-06
39, APPAREL, OTHER, 1062.0, 169.92000000000002, 18, 2022, 11, 31.86, NORTH AMERICA, 2022-11
40, FOOTWEAR, WINTER BOOTS, 504.0, 50.400000000000006, 6, 2022, 10, 70.56, MIDDLE EAST, 2022-10
41, TRAVEL, EYE MASKS, 30.0, 4.5, 3, 2024, 5, 0.3, LATIN AMERICA, 2024-05
42, FISHING GEAR, FISHING LINE, 98.0, 15.68, 2, 2022, 8, 5.88, NORTH AMERICA, 2022-08
43, WATER GEAR, SWIMWEAR, 252.0, 25.200000000000003, 6, 2023, 8, 17.64, MIDDLE EAST, 2023-08
44, FISHING GEAR, TACKLE, 30.0, 3.9000000000000004, 1, 2023, 11, 3, NORTH AMERICA, 2023-11
45, FOOTWEAR, FOOTWEAR CARE PRODUCTS, 19.0, 3.04, 1, 2023, 12, 2.85, CHINA, 2023-12
46, TRAVEL, EYE MASKS, 153.0, 16.830000000000002, 9, 2024, 4, 21.42, LATIN AMERICA, 2024-04
47, FISHING GEAR, FISHING HOOKS, 416.0, 83.2, 16, 2023, 8, 29.120000000000005, EUROPE, 2023-08
48, WINTER SPORTS, SNOWSHOES, 3667.0, 733.4000000000001, 19, 2023, 8, 293.36, AFRICA, 2023-08
49, CAMPING & HIKING, BIVYS, 786.0, 102.18, 6, 2022, 6, 7.86, CHINA, 2022-06
50, WATER GEAR, CANOES, 9272.0, 1854.4, 19, 2022, 1, 185.44, AFRICA, 2022-01
51, CAMPING & HIKING, COOKWARE, 1458.0, 160.38, 18, 2024, 2, 189.54000000000002, MIDDLE EAST, 2024-02
52, WATER GEAR, PADDLES, 55.0, 6.6, 1, 2024, 8, 4.95, EUROPE, 2024-08
53, APPAREL, OTHER, 342.0, 54.72, 9, 2023, 1, 20.52, NORTH AMERICA, 2023-01
54, TRAVEL, EYE MASKS, 171.0, 23.94, 19, 2023, 5, 3.42, NORTH AMERICA, 2023-05
55, WINTER SPORTS, GOGGLES, 2100.0, 210.0, 14, 2023, 3, 189, EUROPE, 2023-03
56, FISHING GEAR, ACCESSORIES, 550.0, 93.5, 11, 2023, 7, 82.5, EUROPE, 2023-07
57, WINTER SPORTS, OTHER, 1428.0, 185.64000000000001, 17, 2022, 12, 171.35999999999999, MIDDLE EAST, 2022-12
58, WATER GEAR, PADDLES, 180.0, 30.6, 4, 2023, 8, 10.799999999999999, CHINA, 2023-08
59, CAMPING & HIKING, WATER FILTRATION & PURIFICATION, 1241.0, 136.51, 17, 2022, 4, 99.28, ASIA-PACIFIC, 2022-04
60, CAMPING & HIKING, OVERNIGHT PACKS, 3090.0, 587.1, 15, 2024, 6, 463.5, NORTH AMERICA, 2024-06
61, CAMPING & HIKING, SLEEPING BAGS, 832.0, 166.4, 4, 2023, 7, 24.96, NORTH AMERICA, 2023-07
62, CLIMBING, CRAMPONS, 2033.0, 243.95999999999998, 19, 2024, 5, 81.32000000000001, NORTH AMERICA, 2024-05
63, FISHING GEAR, SAFETY GEAR, 344.0, 41.28, 8, 2022, 1, 27.52, LATIN AMERICA, 2022-01
64, WATER GEAR, DRY BAGS, 78.0, 14.04, 1, 2023, 7, 9.36, AFRICA, 2023-07
65, WATER GEAR, DRY BAGS, 0.0, 0.0, 0, 2022, 4, 0, MIDDLE EAST, 2022-04
66, WATER GEAR, WETSUITS, 3040.0, 486.40000000000003, 8, 2023, 7, 334.4, MIDDLE EAST, 2023-07
67, TRAVEL, TRAVEL ACCESSORIES, 180.0, 32.4, 15, 2023, 8, 0, EUROPE, 2023-08
68, WINTER SPORTS, HELMETS, 3555.0, 639.9, 15, 2023, 8, 319.95, CHINA, 2023-08
69, FOOTWEAR, SANDALS, 612.0, 110.16, 9, 2022, 3, 48.96, LATIN AMERICA, 2022-03
70, WATER GEAR, KAYAKS, 8596.0, 859.6, 14, 2022, 11, 945.5600000000001, NORTH AMERICA, 2022-11
71, CLIMBING, CARABINERS & QUICKDRAWS, 828.0, 157.32, 18, 2024, 8, 115.92000000000002, NORTH AMERICA, 2024-08
72, WATER GEAR, PADDLES, 1350.0, 229.50000000000003, 18, 2022, 1, 175.5, NORTH AMERICA, 2022-01
73, WATER GEAR, ACCESSORIES, 99.0, 9.9, 9, 2023, 11, 0, ASIA-PACIFIC, 2023-11
74, APPAREL, OUTERWEAR, 1155.0, 173.25, 7, 2023, 9, 103.95, NORTH AMERICA, 2023-09
75, WINTER SPORTS, BINDINGS, 999.0, 149.85, 3, 2024, 12, 119.88, EUROPE, 2024-12
76, TRAVEL, TECH ORGANIZERS, 357.0, 35.7, 7, 2024, 5, 14.280000000000001, CHINA, 2024-05
77, FOOTWEAR, SANDALS, 588.0, 70.56, 14, 2023, 1, 41.160000000000004, MIDDLE EAST, 2023-01
78, TRAVEL, OTHER, 684.0, 68.4, 18, 2024, 11, 88.92, NORTH AMERICA, 2024-11
79, FOOTWEAR, HIKING BOOTS, 1792.0, 322.56, 14, 2024, 1, 215.04, CHINA, 2024-01
80, FOOTWEAR, HIKING BOOTS, 1888.0, 245.44, 16, 2023, 9, 113.28, NORTH AMERICA, 2023-09
81, CAMPING & HIKING, HYDRATION PACKS, 0.0, 0.0, 0, 2022, 11, 0, MIDDLE EAST, 2022-11
82, WATER GEAR, SNORKELING & DIVING GEAR, 0.0, 0.0, 0, 2022, 3, 0, NORTH AMERICA, 2022-03
83, APPAREL, GLOVES & HATS, 252.0, 40.32, 6, 2024, 6, 0, MIDDLE EAST, 2024-06
84, FOOTWEAR, TRAIL SHOES, 1133.0, 192.61, 11, 2022, 11, 22.66, LATIN AMERICA, 2022-11
85, APPAREL, JACKETS & VESTS, 96.0, 11.52, 1, 2024, 5, 14.399999999999999, LATIN AMERICA, 2024-05
86, APPAREL, TOPS, 1155.0, 219.45, 21, 2024, 10, 57.75, NORTH AMERICA, 2024-10
87, TRAVEL, PACKING ORGANIZERS, 345.0, 34.5, 15, 2022, 3, 37.95, LATIN AMERICA, 2022-03
88, TRAVEL, TECH ORGANIZERS, 144.0, 20.160000000000004, 4, 2022, 1, 1.44, EUROPE, 2022-01
89, WATER GEAR, SURF ACCESSORIES, 365.0, 54.75, 5, 2024, 8, 43.8, CHINA, 2024-08
90, APPAREL, OUTERWEAR, 900.0, 162.0, 4, 2023, 5, 117, AFRICA, 2023-05
91, TRAVEL, EYE MASKS, 32.0, 3.2, 2, 2022, 3, 3.52, MIDDLE EAST, 2022-03
92, FOOTWEAR, WINTER BOOTS, 440.0, 44.0, 4, 2022, 5, 17.6, AFRICA, 2022-05
93, CAMPING & HIKING, HAMMOCKS, 1605.0, 240.75, 15, 2023, 1, 128.4, NORTH AMERICA, 2023-01
94, APPAREL, OUTERWEAR, 1547.0, 201.11, 13, 2022, 9, 201.11, AFRICA, 2022-09
95, WINTER SPORTS, HELMETS, 1632.0, 261.12, 8, 2024, 1, 81.60000000000001, AFRICA, 2024-01
96, APPAREL, FOOTWEAR ACCESSORIES, 33.0, 3.63, 1, 2023, 4, 3.96, NORTH AMERICA, 2023-04
97, WATER GEAR, KAYAKS, 2178.0, 370.26000000000005, 6, 2022, 1, 65.34, CHINA, 2022-01
98, APPAREL, OTHER, 1411.0, 211.65, 17, 2022, 2, 98.77000000000001, AFRICA, 2022-02
99, FOOTWEAR, FOOTWEAR CARE PRODUCTS, 128.0, 15.36, 16, 2022, 5, 11.52, EUROPE, 2022-05
100, FOOTWEAR, TRAIL SHOES, 660.0, 132.0, 6, 2024, 7, 13.200000000000001, NORTH AMERICA, 2024-07
101, WATER GEAR, RASH GUARDS, 748.0, 119.68, 17, 2022, 7, 112.2, NORTH AMERICA, 2022-07
102, FOOTWEAR, OTHER, 53.0, 7.949999999999999, 1, 2023, 2, 1.06, AFRICA, 2023-02
103, FISHING GEAR, FISHING LINE, 304.0, 39.52, 8, 2023, 11, 18.24, LATIN AMERICA, 2023-11
104, WATER GEAR, ACCESSORIES, 494.0, 54.34, 13, 2022, 3, 4.94, EUROPE, 2022-03
105, CLIMBING, AVALANCHE SAFETY, 1919.0, 249.47, 19, 2024, 10, 211.09, NORTH AMERICA, 2024-10
106, WATER GEAR, WETSUITS, 6318.0, 821.34, 18, 2023, 3, 126.36, NORTH AMERICA, 2023-03
107, WINTER SPORTS, SNOWBOARDS, 8855.0, 1062.6, 11, 2024, 6, 177.1, CHINA, 2024-06
108, APPAREL, TOPS, 931.0, 186.20000000000002, 19, 2024, 12, 65.17, EUROPE, 2024-12
109, FOOTWEAR, SANDALS, 304.0, 30.400000000000002, 8, 2024, 1, 30.400000000000002, AFRICA, 2024-01
110, APPAREL, GLOVES & HATS, 192.0, 34.56, 8, 2022, 4, 23.04, EUROPE, 2022-04
111, CLIMBING, HARNESSES, 1980.0, 336.6, 15, 2024, 2, 217.8, MIDDLE EAST, 2024-02
112, TRAVEL, LUGGAGE LOCKS, 399.0, 67.83, 21, 2024, 6, 11.969999999999999, NORTH AMERICA, 2024-06
113, TRAVEL, TRAVEL ACCESSORIES, 171.0, 29.070000000000004, 9, 2022, 6, 0, ASIA-PACIFIC, 2022-06
114, TRAVEL, SECURITY, 152.0, 27.36, 8, 2024, 10, 6.08, NORTH AMERICA, 2024-10
115, WINTER SPORTS, BINDINGS, 8619.0, 1206.66, 17, 2022, 3, 517.14, ASIA-PACIFIC, 2022-03
116, APPAREL, OUTERWEAR, 2108.0, 358.36, 17, 2023, 5, 168.64000000000001, NORTH AMERICA, 2023-05
117, FISHING GEAR, FISHING LINE, 336.0, 53.76, 14, 2024, 12, 0, CHINA, 2024-12
118, CLIMBING, SLACKLINES, 1200.0, 156.0, 16, 2024, 8, 72, AFRICA, 2024-08
119, APPAREL, UNDERWEAR & BASE LAYERS, 60.0, 10.799999999999999, 2, 2022, 10, 0, LATIN AMERICA, 2022-10
120, TRAVEL, PACKING ORGANIZERS, 228.0, 41.04, 12, 2024, 3, 15.96, ASIA-PACIFIC, 2024-03
121, WATER GEAR, ACCESSORIES, 434.0, 47.74, 14, 2022, 12, 0, LATIN AMERICA, 2022-12
122, CLIMBING, MOUNTAINEERING BOOTS, 1288.0, 167.44, 8, 2024, 12, 115.92, NORTH AMERICA, 2024-12
123, FOOTWEAR, OTHER, 170.0, 18.7, 2, 2022, 3, 6.8, CHINA, 2022-03
124, FOOTWEAR, WINTER BOOTS, 1503.0, 225.45, 9, 2023, 12, 0, CHINA, 2023-12
125, APPAREL, OTHER, 192.0, 34.56, 8, 2022, 12, 21.12, LATIN AMERICA, 2022-12
126, FOOTWEAR, TRAIL SHOES, 1035.0, 144.9, 15, 2022, 4, 144.9, EUROPE, 2022-04
127, FOOTWEAR, FOOTWEAR CARE PRODUCTS, 320.0, 32.0, 16, 2024, 10, 38.4, CHINA, 2024-10
128, CLIMBING, CHALK & CHALK BAGS, 140.0, 23.8, 7, 2024, 9, 11.200000000000001, EUROPE, 2024-09
129, CAMPING & HIKING, COOKWARE, 322.0, 57.96, 14, 2024, 11, 48.3, NORTH AMERICA, 2024-11
130, CLIMBING, HARNESSES, 512.0, 92.16, 4, 2024, 7, 25.6, NORTH AMERICA, 2024-07
131, APPAREL, JACKETS & VESTS, 2184.0, 305.76000000000005, 12, 2022, 3, 131.04, MIDDLE EAST, 2022-03
132, WINTER SPORTS, SKI BOOTS, 3845.0, 769.0, 5, 2022, 5, 153.8, AFRICA, 2022-05
133, WATER GEAR, ACCESSORIES, 132.0, 26.400000000000002, 6, 2022, 7, 3.96, EUROPE, 2022-07
134, WINTER SPORTS, SKI BOOTS, 5400.0, 540.0, 8, 2023, 7, 216, EUROPE, 2023-07
135, APPAREL, JACKETS & VESTS, 1330.0, 212.8, 10, 2023, 11, 39.9, AFRICA, 2023-11
136, TRAVEL, CARRY-ONS, 1064.0, 212.8, 8, 2024, 4, 85.12, CHINA, 2024-04
137, TRAVEL, OTHER, 76.0, 10.64, 2, 2023, 5, 7.6000000000000005, ASIA-PACIFIC, 2023-05
138, CAMPING & HIKING, FOOD & NUTRITION, 161.0, 30.59, 7, 2023, 5, 20.93, LATIN AMERICA, 2023-05
139, TRAVEL, CARRY-ONS, 416.0, 45.76, 8, 2022, 3, 12.48, NORTH AMERICA, 2022-03
140, CLIMBING, OTHER, 282.0, 42.3, 3, 2023, 6, 33.839999999999996, NORTH AMERICA, 2023-06
141, CAMPING & HIKING, NAVIGATION TOOLS, 816.0, 97.92, 17, 2023, 12, 81.60000000000001, EUROPE, 2023-12
142, FOOTWEAR, TRAIL SHOES, 510.0, 66.3, 6, 2022, 4, 51, ASIA-PACIFIC, 2022-04
143, CAMPING & HIKING, LINERS, 486.0, 48.6, 18, 2023, 5, 53.46, LATIN AMERICA, 2023-05
144, CLIMBING, CARABINERS & QUICKDRAWS, 6.0, 0.96, 1, 2022, 10, 0.42000000000000004, LATIN AMERICA, 2022-10
145, CLIMBING, TRAINING EQUIPMENT, 1530.0, 168.3, 18, 2023, 8, 107.10000000000001, ASIA-PACIFIC, 2023-08
146, TRAVEL, TECH ORGANIZERS, 228.0, 36.480000000000004, 4, 2023, 10, 4.5600000000000005, NORTH AMERICA, 2023-10
147, WATER GEAR, SURFBOARDS, 710.0, 85.2, 1, 2022, 3, 85.2, CHINA, 2022-03
148, CLIMBING, BOULDERING PADS, 7959.0, 1273.44, 21, 2024, 8, 397.95000000000005, MIDDLE EAST, 2024-08
149, TRAVEL, OTHER, 572.0, 102.96, 13, 2022, 1, 40.040000000000006, ASIA-PACIFIC, 2022-01
150, FOOTWEAR, SANDALS, 1102.0, 187.34, 19, 2023, 8, 22.04, NORTH AMERICA, 2023-08
151, TRAVEL, CARRY-ONS, 2656.0, 265.6, 16, 2022, 6, 79.67999999999999, CHINA, 2022-06
152, CAMPING & HIKING, WATER FILTRATION & PURIFICATION, 468.0, 93.60000000000001, 9, 2022, 8, 28.08, ASIA-PACIFIC, 2022-08
153, APPAREL, OUTERWEAR, 460.0, 46.0, 2, 2024, 8, 23, EUROPE, 2024-08
154, CAMPING & HIKING, FAMILY CAMPING TENTS, 671.0, 127.49, 1, 2024, 12, 53.68, CHINA, 2024-12
155, APPAREL, GLOVES & HATS, 430.0, 68.8, 10, 2024, 5, 38.699999999999996, MIDDLE EAST, 2024-05
156, CAMPING & HIKING, HYDRATION PACKS, 740.0, 148.0, 10, 2023, 8, 29.6, NORTH AMERICA, 2023-08
157, APPAREL, JACKETS & VESTS, 2544.0, 381.59999999999997, 16, 2022, 2, 101.76, NORTH AMERICA, 2022-02
158, FOOTWEAR, HIKING BOOTS, 2464.0, 369.59999999999997, 16, 2023, 4, 172.48000000000002, ASIA-PACIFIC, 2023-04
159, WINTER SPORTS, SKI BOOTS, 11679.0, 2335.8, 17, 2023, 12, 1284.69, CHINA, 2023-12
160, WATER GEAR, CANOES, 12848.0, 2569.6000000000004, 11, 2022, 1, 513.92, ASIA-PACIFIC, 2022-01
161, WATER GEAR, CANOES, 2025.0, 243.0, 5, 2023, 6, 141.75, ASIA-PACIFIC, 2023-06
162, FISHING GEAR, FISHING LINE, 294.0, 52.919999999999995, 6, 2023, 10, 35.28, CHINA, 2023-10
163, CAMPING & HIKING, FOOD & NUTRITION, 340.0, 57.800000000000004, 20, 2023, 6, 13.6, NORTH AMERICA, 2023-06
164, WINTER SPORTS, SNOWBOARDS, 8510.0, 936.1, 10, 2024, 8, 85.10000000000001, CHINA, 2024-08
165, WINTER SPORTS, SNOWBOARD BOOTS, 732.0, 95.16, 6, 2024, 1, 65.88, EUROPE, 2024-01
166, FOOTWEAR, OTHER, 504.0, 65.52, 14, 2022, 6, 75.6, EUROPE, 2022-06
167, CLIMBING, CHALK & CHALK BAGS, 128.0, 21.76, 16, 2024, 3, 2.56, CHINA, 2024-03
168, FISHING GEAR, ACCESSORIES, 244.0, 26.84, 4, 2022, 4, 31.720000000000002, CHINA, 2022-04
169, CAMPING & HIKING, DAYPACKS, 1683.0, 269.28000000000003, 17, 2024, 7, 16.830000000000002, NORTH AMERICA, 2024-07
170, TRAVEL, LUGGAGE LOCKS, 48.0, 7.68, 6, 2024, 8, 6.720000000000001, LATIN AMERICA, 2024-08
171, CAMPING & HIKING, BIVYS, 370.0, 44.4, 5, 2023, 1, 7.4, NORTH AMERICA, 2023-01
172, CAMPING & HIKING, NAVIGATION TOOLS, 133.0, 21.28, 1, 2023, 6, 14.63, ASIA-PACIFIC, 2023-06
173, WATER GEAR, SAFETY GEAR, 1440.0, 259.2, 16, 2022, 3, 144, AFRICA, 2022-03
174, WINTER SPORTS, ACCESSORIES, 510.0, 66.3, 15, 2022, 11, 61.199999999999996, EUROPE, 2022-11
175, CLIMBING, SLACKLINES, 450.0, 72.0, 10, 2023, 10, 45, NORTH AMERICA, 2023-10
176, APPAREL, UNDERWEAR & BASE LAYERS, 190.0, 34.199999999999996, 10, 2023, 7, 26.6, NORTH AMERICA, 2023-07
177, WINTER SPORTS, GLOVES & MITTENS, 595.0, 113.05, 5, 2022, 12, 17.849999999999998, LATIN AMERICA, 2022-12
178, APPAREL, GLOVES & HATS, 368.0, 69.92, 8, 2023, 5, 55.199999999999996, EUROPE, 2023-05
179, FISHING GEAR, RODS & REELS, 2013.0, 322.08, 11, 2024, 8, 181.17, EUROPE, 2024-08
180, APPAREL, OTHER, 102.0, 10.200000000000001, 2, 2023, 7, 0, CHINA, 2023-07
181, FOOTWEAR, WINTER BOOTS, 93.0, 17.67, 1, 2023, 8, 0, EUROPE, 2023-08
182, FOOTWEAR, HIKING BOOTS, 504.0, 100.80000000000001, 6, 2023, 4, 55.44, NORTH AMERICA, 2023-04
183, CLIMBING, AVALANCHE SAFETY, 4160.0, 748.8, 10, 2023, 5, 0, NORTH AMERICA, 2023-05
184, APPAREL, FOOTWEAR ACCESSORIES, 448.0, 58.24, 14, 2024, 11, 40.32, EUROPE, 2024-11
185, TRAVEL, TRAVEL ACCESSORIES, 9.0, 1.3499999999999999, 1, 2022, 7, 0.54, NORTH AMERICA, 2022-07
186, WINTER SPORTS, SNOWSHOES, 767.0, 84.37, 13, 2024, 7, 61.36, NORTH AMERICA, 2024-07
187, CLIMBING, MOUNTAINEERING BOOTS, 3650.0, 657.0, 10, 2024, 12, 365, NORTH AMERICA, 2024-12
188, APPAREL, OTHER, 0.0, 0.0, 0, 2022, 2, 0, EUROPE, 2022-02
189, FISHING GEAR, FISHING LINE, 444.0, 44.400000000000006, 12, 2024, 9, 35.52, NORTH AMERICA, 2024-09
190, APPAREL, GLOVES & HATS, 196.0, 37.24, 14, 2024, 1, 23.52, NORTH AMERICA, 2024-01
191, FISHING GEAR, WADERS, 2916.0, 466.56, 18, 2024, 7, 233.28, CHINA, 2024-07
192, WINTER SPORTS, SNOWBOARD BOOTS, 1024.0, 194.56, 8, 2023, 1, 81.92, LATIN AMERICA, 2023-01
193, APPAREL, SHIRTS, 567.0, 96.39, 21, 2024, 7, 34.019999999999996, AFRICA, 2024-07
194, APPAREL, PANTS & SHORTS, 1340.0, 174.20000000000002, 20, 2023, 8, 147.4, NORTH AMERICA, 2023-08
195, FISHING GEAR, ACCESSORIES, 490.0, 93.1, 14, 2023, 12, 68.60000000000001, AFRICA, 2023-12
196, FISHING GEAR, FISHING LINE, 738.0, 118.08, 18, 2022, 3, 81.18, NORTH AMERICA, 2022-03
197, APPAREL, SHIRTS, 396.0, 75.24, 12, 2024, 8, 47.519999999999996, AFRICA, 2024-08
198, WATER GEAR, SURF ACCESSORIES, 1482.0, 177.84, 19, 2023, 4, 74.10000000000001, NORTH AMERICA, 2023-04
199, FOOTWEAR, HIKING BOOTS, 1275.0, 140.25, 15, 2024, 12, 140.25, AFRICA, 2024-12
200, WINTER SPORTS, THERMAL UNDERWEAR, 962.0, 115.44, 13, 2022, 12, 134.68, NORTH AMERICA, 2022-12
201, FOOTWEAR, OTHER, 1258.0, 188.7, 17, 2022, 7, 88.06, EUROPE, 2022-07
202, FOOTWEAR, TRAIL SHOES, 55.0, 6.05, 1, 2022, 10, 5.5, ASIA-PACIFIC, 2022-10
203, TRAVEL, EYE MASKS, 105.0, 18.9, 15, 2022, 5, 10.5, AFRICA, 2022-05
204, WATER GEAR, SWIMWEAR, 656.0, 78.72, 16, 2022, 8, 78.72, EUROPE, 2022-08
205, FOOTWEAR, WINTER BOOTS, 2010.0, 221.1, 15, 2023, 3, 0, CHINA, 2023-03
206, APPAREL, JACKETS & VESTS, 450.0, 72.0, 2, 2023, 4, 58.5, NORTH AMERICA, 2023-04
207, CLIMBING, ICE AXES, 2142.0, 299.88000000000005, 14, 2023, 9, 192.78, NORTH AMERICA, 2023-09
208, TRAVEL, TRAVEL ACCESSORIES, 342.0, 64.98, 9, 2024, 11, 37.62, EUROPE, 2024-11
209, CAMPING & HIKING, WATER FILTRATION & PURIFICATION, 969.0, 135.66000000000003, 19, 2022, 11, 96.9, NORTH AMERICA, 2022-11
210, FISHING GEAR, FISHING HOOKS, 304.0, 48.64, 16, 2024, 11, 36.48, NORTH AMERICA, 2024-11
211, WATER GEAR, PADDLES, 585.0, 76.05, 5, 2022, 4, 40.95, NORTH AMERICA, 2022-04
212, TRAVEL, TRAVEL ACCESSORIES, 403.0, 76.57000000000001, 13, 2023, 2, 44.33, NORTH AMERICA, 2023-02
213, CLIMBING, HARNESSES, 1479.0, 295.8, 17, 2023, 8, 14.790000000000001, LATIN AMERICA, 2023-08
214, FOOTWEAR, TRAIL SHOES, 1128.0, 146.64000000000001, 12, 2022, 3, 45.12, EUROPE, 2022-03
215, APPAREL, OUTERWEAR, 535.0, 90.95, 5, 2022, 4, 53.5, EUROPE, 2022-04
216, TRAVEL, TRAVEL ACCESSORIES, 348.0, 52.199999999999996, 6, 2023, 7, 3.48, NORTH AMERICA, 2023-07
217, TRAVEL, CARRY-ONS, 600.0, 120.0, 10, 2023, 5, 72, EUROPE, 2023-05
218, WINTER SPORTS, SKI POLES, 1267.0, 152.04, 7, 2023, 4, 38.01, NORTH AMERICA, 2023-04
219, CLIMBING, CLIMBING SHOES, 3168.0, 316.8, 16, 2024, 12, 126.72, ASIA-PACIFIC, 2024-12
220, FISHING GEAR, TACKLE, 30.0, 3.3, 5, 2024, 3, 2.6999999999999997, NORTH AMERICA, 2024-03
221, APPAREL, TOPS, 656.0, 124.64, 16, 2023, 6, 26.240000000000002, EUROPE, 2023-06
222, WINTER SPORTS, SKI BOOTS, 10650.0, 1384.5, 15, 2022, 12, 0, EUROPE, 2022-12
223, TRAVEL, OTHER, 176.0, 19.36, 11, 2023, 7, 21.119999999999997, AFRICA, 2023-07
224, WATER GEAR, PADDLES, 0.0, 0.0, 0, 2022, 8, 0, CHINA, 2022-08
225, FOOTWEAR, FOOTWEAR CARE PRODUCTS, 49.0, 5.88, 7, 2022, 8, 0.49, EUROPE, 2022-08
226, CAMPING & HIKING, LINERS, 90.0, 15.3, 5, 2024, 4, 5.3999999999999995, NORTH AMERICA, 2024-04
227, CLIMBING, OTHER, 357.0, 67.83, 17, 2023, 1, 46.410000000000004, ASIA-PACIFIC, 2023-01
228, TRAVEL, TECH ORGANIZERS, 52.0, 9.88, 2, 2022, 12, 5.72, EUROPE, 2022-12
